release_date,region,issue,epiweek,lag,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b
2018-10-10,al,201839,201640,103,406,4,1,1.23,0.99,0.25
2018-10-10,ar,201839,201640,103,47,0,0,0.0,0.0,0.0
2018-10-10,az,201839,201640,103,133,0,0,0.0,0.0,0.0
2018-10-10,ca,201839,201640,103,668,2,0,0.3,0.3,0.0
2018-10-10,co,201839,201640,103,260,0,0,0.0,0.0,0.0
2018-10-10,ct,201839,201640,103,199,3,0,1.51,1.51,0.0
2018-10-10,de,201839,201640,103,40,0,0,0.0,0.0,0.0
2018-10-10,ga,201839,201640,103,552,6,3,1.63,1.09,0.54
2018-10-10,hhs1,201839,201640,103,654,5,1,0.917431,0.764526,0.152905
2018-10-10,hhs10,201839,201640,103,590,14,0,2.37288,2.37288,0.0
2018-10-10,hhs2,201839,201640,103,1307,10,3,0.994644,0.765111,0.229533
2018-10-10,hhs3,201839,201640,103,941,1,4,0.53135,0.10627,0.42508
2018-10-10,hhs4,201839,201640,103,2960,46,63,3.68243,1.55405,2.12838
2018-10-10,hhs5,201839,201640,103,2386,8,5,0.544845,0.335289,0.209556
2018-10-10,hhs6,201839,201640,103,1914,22,13,1.82863,1.14943,0.679206
2018-10-10,hhs7,201839,201640,103,723,0,0,0.0,0.0,0.0
2018-10-10,hhs8,201839,201640,103,913,8,0,0.876232,0.876232,0.0
2018-10-10,hhs9,201839,201640,103,992,6,1,0.705645,0.604839,0.100806
2018-10-10,hi,201839,201640,103,188,4,1,2.66,2.13,0.53
2018-10-10,ia,201839,201640,103,64,0,0,0.0,0.0,0.0
2018-10-10,id,201839,201640,103,13,0,0,0.0,0.0,0.0
2018-10-10,il,201839,201640,103,188,0,1,0.53,0.0,0.53
2018-10-10,in,201839,201640,103,131,1,0,0.76,0.76,0.0
2018-10-10,ks,201839,201640,103,69,0,0,0.0,0.0,0.0
2018-10-10,ky,201839,201640,103,240,0,0,0.0,0.0,0.0
2018-10-10,la,201839,201640,103,452,5,3,1.77,1.11,0.66
2018-10-10,ma,201839,201640,103,362,1,1,0.55,0.28,0.28
2018-10-10,md,201839,201640,103,82,1,0,1.22,1.22,0.0
2018-10-10,mi,201839,201640,103,606,2,1,0.5,0.33,0.17
2018-10-10,mn,201839,201640,103,210,2,0,0.95,0.95,0.0
2018-10-10,mo,201839,201640,103,536,0,0,0.0,0.0,0.0
2018-10-10,ms,201839,201640,103,75,0,1,1.33,0.0,1.33
2018-10-10,mt,201839,201640,103,86,1,0,1.16,1.16,0.0
2018-10-08,nat,201839,201640,103,13380,120,90,1.56951,0.896861,0.672646
2018-10-10,nc,201839,201640,103,155,3,1,2.58,1.94,0.65
2018-10-10,nd,201839,201640,103,42,0,0,0.0,0.0,0.0
2018-10-10,ne,201839,201640,103,54,0,0,0.0,0.0,0.0
2018-10-10,nh,201839,201640,103,21,1,0,4.76,4.76,0.0
2018-10-10,nm,201839,201640,103,176,1,0,0.57,0.57,0.0
2018-10-10,oh,201839,201640,103,807,2,3,0.62,0.25,0.37
2018-10-10,ok,201839,201640,103,117,1,0,0.85,0.85,0.0
2018-10-10,or,201839,201640,103,166,3,0,1.81,1.81,0.0
2018-10-10,pa,201839,201640,103,272,0,1,0.37,0.0,0.37
2018-10-10,sc,201839,201640,103,154,0,1,0.65,0.0,0.65
2018-10-10,sd,201839,201640,103,129,1,0,0.78,0.78,0.0
2018-10-10,tn,201839,201640,103,123,0,2,1.63,0.0,1.63
2018-10-10,tx,201839,201640,103,1122,15,10,2.23,1.34,0.89
2018-10-10,ut,201839,201640,103,395,6,0,1.52,1.52,0.0
2018-10-10,va,201839,201640,103,213,0,1,0.47,0.0,0.47
2018-10-10,vt,201839,201640,103,47,0,0,0.0,0.0,0.0
2018-10-10,wa,201839,201640,103,411,11,0,2.68,2.68,0.0
2018-10-10,wi,201839,201640,103,444,1,0,0.23,0.23,0.0
2018-10-10,wv,201839,201640,103,333,0,2,0.6,0.0,0.6
2018-10-10,al,201839,201641,102,530,6,7,2.45,1.13,1.32
2018-10-10,ar,201839,201641,102,60,1,0,1.67,1.67,0.0
2018-10-10,az,201839,201641,102,138,0,1,0.72,0.0,0.72
2018-10-10,ca,201839,201641,102,708,5,0,0.71,0.71,0.0
2018-10-10,co,201839,201641,102,301,2,1,1.0,0.66,0.33
2018-10-10,ct,201839,201641,102,275,1,0,0.36,0.36,0.0
2018-10-10,de,201839,201641,102,37,0,0,0.0,0.0,0.0
2018-10-10,ga,201839,201641,102,561,8,0,1.43,1.43,0.0
2018-10-10,hhs1,201839,201641,102,810,5,1,0.740741,0.617284,0.123457
2018-10-10,hhs10,201839,201641,102,616,4,2,0.974026,0.649351,0.324675
2018-10-10,hhs2,201839,201641,102,1310,2,3,0.381679,0.152672,0.229008
2018-10-10,hhs3,201839,201641,102,953,3,1,0.419727,0.314795,0.104932
2018-10-10,hhs4,201839,201641,102,2884,47,46,3.22469,1.62968,1.59501
2018-10-10,hhs5,201839,201641,102,2674,8,7,0.560957,0.299177,0.26178
2018-10-10,hhs6,201839,201641,102,2019,18,21,1.93165,0.89153,1.04012
2018-10-10,hhs7,201839,201641,102,785,1,0,0.127389,0.127389,0.0
2018-10-10,hhs8,201839,201641,102,966,10,1,1.13872,1.0352,0.10352
2018-10-10,hhs9,201839,201641,102,1036,10,1,1.06178,0.965251,0.0965251
2018-10-10,hi,201839,201641,102,190,5,0,2.63,2.63,0.0
2018-10-10,ia,201839,201641,102,91,0,0,0.0,0.0,0.0
2018-10-10,id,201839,201641,102,15,0,0,0.0,0.0,0.0
2018-10-10,il,201839,201641,102,234,0,0,0.0,0.0,0.0
2018-10-10,in,201839,201641,102,111,0,1,0.9,0.0,0.9
2018-10-10,ks,201839,201641,102,62,0,0,0.0,0.0,0.0
2018-10-10,ky,201839,201641,102,260,2,0,0.77,0.77,0.0
2018-10-10,la,201839,201641,102,496,5,1,1.21,1.01,0.2
2018-10-10,ma,201839,201641,102,417,2,1,0.72,0.48,0.24
2018-10-10,md,201839,201641,102,113,1,0,0.88,0.88,0.0
2018-10-10,mi,201839,201641,102,669,3,1,0.6,0.45,0.15
2018-10-10,mn,201839,201641,102,215,0,0,0.0,0.0,0.0
2018-10-10,mo,201839,201641,102,572,1,0,0.17,0.17,0.0
2018-10-10,ms,201839,201641,102,66,1,0,1.52,1.52,0.0
2018-10-10,mt,201839,201641,102,96,2,0,2.08,2.08,0.0
2018-10-08,nat,201839,201641,102,14053,108,83,1.35914,0.768519,0.590621
2018-10-10,nc,201839,201641,102,176,1,1,1.14,0.57,0.57
2018-10-10,nd,201839,201641,102,36,1,0,2.78,2.78,0.0
2018-10-10,ne,201839,201641,102,60,0,0,0.0,0.0,0.0
2018-10-10,nh,201839,201641,102,17,1,0,5.88,5.88,0.0
2018-10-10,nm,201839,201641,102,167,0,1,0.6,0.0,0.6
2018-10-10,oh,201839,201641,102,974,4,3,0.72,0.41,0.31
2018-10-10,ok,201839,201641,102,143,2,0,1.4,1.4,0.0
2018-10-10,or,201839,201641,102,188,2,0,1.06,1.06,0.0
2018-10-10,pa,201839,201641,102,270,0,0,0.0,0.0,0.0
2018-10-10,sc,201839,201641,102,179,0,1,0.56,0.0,0.56
2018-10-10,sd,201839,201641,102,108,0,0,0.0,0.0,0.0
2018-10-10,tn,201839,201641,102,112,3,0,2.68,2.68,0.0
2018-10-10,tx,201839,201641,102,1153,10,19,2.52,0.87,1.65
2018-10-10,ut,201839,201641,102,424,5,0,1.18,1.18,0.0
2018-10-10,va,201839,201641,102,201,2,1,1.49,1.0,0.5
2018-10-10,vt,201839,201641,102,68,1,0,1.47,1.47,0.0
2018-10-10,wa,201839,201641,102,413,2,2,0.97,0.48,0.48
2018-10-10,wi,201839,201641,102,471,1,2,0.64,0.21,0.42
2018-10-10,wv,201839,201641,102,332,0,0,0.0,0.0,0.0
2018-10-10,al,201839,201642,101,503,3,5,1.59,0.6,0.99
2018-10-10,ar,201839,201642,101,53,0,0,0.0,0.0,0.0
2018-10-10,az,201839,201642,101,135,0,1,0.74,0.0,0.74
2018-10-10,ca,201839,201642,101,719,3,2,0.7,0.42,0.28
2018-10-10,co,201839,201642,101,312,1,0,0.32,0.32,0.0
2018-10-10,ct,201839,201642,101,318,0,0,0.0,0.0,0.0
2018-10-10,de,201839,201642,101,68,0,0,0.0,0.0,0.0
2018-10-10,ga,201839,201642,101,595,6,0,1.01,1.01,0.0
2018-10-10,hhs1,201839,201642,101,870,1,0,0.114943,0.114943,0.0
2018-10-10,hhs10,201839,201642,101,603,18,1,3.15091,2.98507,0.165837
2018-10-10,hhs2,201839,201642,101,1751,17,1,1.02798,0.970874,0.0571102
2018-10-10,hhs3,201839,201642,101,1011,0,1,0.098912,0.0,0.098912
2018-10-10,hhs4,201839,201642,101,3100,42,62,3.35484,1.35484,2.0
2018-10-10,hhs5,201839,201642,101,2874,13,14,0.939457,0.452331,0.487126
2018-10-10,hhs6,201839,201642,101,2047,11,13,1.17245,0.537372,0.635076
2018-10-10,hhs7,201839,201642,101,819,0,2,0.2442,0.0,0.2442
2018-10-10,hhs8,201839,201642,101,1009,7,0,0.693756,0.693756,0.0
2018-10-10,hhs9,201839,201642,101,1026,6,3,0.877193,0.584795,0.292398
2018-10-10,hi,201839,201642,101,160,2,0,1.25,1.25,0.0
2018-10-10,ia,201839,201642,101,93,0,0,0.0,0.0,0.0
2018-10-10,id,201839,201642,101,16,0,0,0.0,0.0,0.0
2018-10-10,il,201839,201642,101,269,0,1,0.37,0.0,0.37
2018-10-10,in,201839,201642,101,122,0,0,0.0,0.0,0.0
2018-10-10,ks,201839,201642,101,65,0,0,0.0,0.0,0.0
2018-10-10,ky,201839,201642,101,251,0,0,0.0,0.0,0.0
2018-10-10,la,201839,201642,101,505,2,1,0.59,0.4,0.2
2018-10-10,ma,201839,201642,101,433,1,0,0.23,0.23,0.0
2018-10-10,md,201839,201642,101,103,0,1,0.97,0.0,0.97
2018-10-10,mi,201839,201642,101,732,2,4,0.82,0.27,0.55
2018-10-10,mn,201839,201642,101,296,3,0,1.01,1.01,0.0
2018-10-10,mo,201839,201642,101,577,0,1,0.17,0.0,0.17
2018-10-10,ms,201839,201642,101,90,1,1,2.22,1.11,1.11
2018-10-10,mt,201839,201642,101,111,1,0,0.9,0.9,0.0
2018-10-08,nat,201839,201642,101,15110,115,97,1.40304,0.761085,0.641959
2018-10-10,nc,201839,201642,101,216,4,4,3.7,1.85,1.85
2018-10-10,nd,201839,201642,101,33,0,0,0.0,0.0,0.0
2018-10-10,ne,201839,201642,101,84,0,1,1.19,0.0,1.19
2018-10-10,nh,201839,201642,101,26,0,0,0.0,0.0,0.0
2018-10-10,nm,201839,201642,101,171,0,1,0.58,0.0,0.58
2018-10-10,nv,201839,201642,101,12,1,0,8.33,8.33,0.0
2018-10-10,oh,201839,201642,101,948,6,9,1.58,0.63,0.95
2018-10-10,ok,201839,201642,101,166,1,1,1.2,0.6,0.6
2018-10-10,or,201839,201642,101,191,5,0,2.62,2.62,0.0
2018-10-10,pa,201839,201642,101,286,0,0,0.0,0.0,0.0
2018-10-10,sc,201839,201642,101,213,2,0,0.94,0.94,0.0
2018-10-10,sd,201839,201642,101,113,1,0,0.88,0.88,0.0
2018-10-10,tn,201839,201642,101,129,2,1,2.33,1.55,0.78
2018-10-10,tx,201839,201642,101,1152,8,10,1.56,0.69,0.87
2018-10-10,ut,201839,201642,101,439,4,0,0.91,0.91,0.0
2018-10-10,va,201839,201642,101,191,0,0,0.0,0.0,0.0
2018-10-10,vt,201839,201642,101,65,0,0,0.0,0.0,0.0
2018-10-10,wa,201839,201642,101,396,13,1,3.54,3.28,0.25
2018-10-10,wi,201839,201642,101,507,2,0,0.39,0.39,0.0
2018-10-10,wv,201839,201642,101,363,0,0,0.0,0.0,0.0
2018-10-10,al,201839,201643,100,464,5,1,1.29,1.08,0.22
2018-10-10,ar,201839,201643,100,31,0,0,0.0,0.0,0.0
2018-10-10,az,201839,201643,100,125,0,0,0.0,0.0,0.0
2018-10-10,ca,201839,201643,100,698,9,2,1.58,1.29,0.29
2018-10-10,co,201839,201643,100,338,2,0,0.59,0.59,0.0
2018-10-10,ct,201839,201643,100,271,0,0,0.0,0.0,0.0
2018-10-10,de,201839,201643,100,72,0,0,0.0,0.0,0.0
2018-10-10,ga,201839,201643,100,638,5,3,1.25,0.78,0.47
2018-10-10,hhs1,201839,201643,100,790,2,2,0.506329,0.253165,0.253165
2018-10-10,hhs10,201839,201643,100,715,41,2,6.01399,5.73427,0.27972
2018-10-10,hhs2,201839,201643,100,1693,8,4,0.708801,0.472534,0.236267
2018-10-10,hhs3,201839,201643,100,1055,0,2,0.189573,0.0,0.189573
2018-10-10,hhs4,201839,201643,100,3084,41,52,3.01556,1.32944,1.68612
2018-10-10,hhs5,201839,201643,100,2947,6,5,0.373261,0.203597,0.169664
2018-10-10,hhs6,201839,201643,100,2109,20,18,1.8018,0.948317,0.853485
2018-10-10,hhs7,201839,201643,100,885,1,1,0.225989,0.112994,0.112994
2018-10-10,hhs8,201839,201643,100,1058,10,0,0.94518,0.94518,0.0
2018-10-10,hhs9,201839,201643,100,976,14,2,1.63934,1.43443,0.204918
2018-10-10,hi,201839,201643,100,139,4,0,2.88,2.88,0.0
2018-10-10,ia,201839,201643,100,118,1,1,1.69,0.85,0.85
2018-10-10,id,201839,201643,100,22,0,0,0.0,0.0,0.0
2018-10-10,il,201839,201643,100,297,1,0,0.34,0.34,0.0
2018-10-10,in,201839,201643,100,112,0,1,0.89,0.0,0.89
2018-10-10,ks,201839,201643,100,72,0,0,0.0,0.0,0.0
2018-10-10,ky,201839,201643,100,276,0,1,0.36,0.0,0.36
2018-10-10,la,201839,201643,100,545,5,0,0.92,0.92,0.0
2018-10-10,ma,201839,201643,100,403,1,2,0.74,0.25,0.5
2018-10-10,md,201839,201643,100,82,0,0,0.0,0.0,0.0
2018-10-10,mi,201839,201643,100,735,3,0,0.41,0.41,0.0
2018-10-10,mn,201839,201643,100,310,1,1,0.65,0.32,0.32
2018-10-10,mo,201839,201643,100,616,0,0,0.0,0.0,0.0
2018-10-10,ms,201839,201643,100,77,0,0,0.0,0.0,0.0
2018-10-10,mt,201839,201643,100,90,2,0,2.22,2.22,0.0
2018-10-08,nat,201839,201643,100,15312,143,88,1.50862,0.933908,0.574713
2018-10-10,nc,201839,201643,100,225,3,3,2.67,1.33,1.33
2018-10-10,nd,201839,201643,100,18,0,0,0.0,0.0,0.0
2018-10-10,ne,201839,201643,100,79,0,0,0.0,0.0,0.0
2018-10-10,nh,201839,201643,100,24,1,0,4.17,4.17,0.0
2018-10-10,nm,201839,201643,100,201,2,0,1.0,1.0,0.0
2018-10-10,nv,201839,201643,100,14,1,0,7.14,7.14,0.0
2018-10-10,oh,201839,201643,100,967,0,2,0.21,0.0,0.21
2018-10-10,ok,201839,201643,100,158,1,0,0.63,0.63,0.0
2018-10-10,or,201839,201643,100,223,13,0,5.83,5.83,0.0
2018-10-10,pa,201839,201643,100,305,0,1,0.33,0.0,0.33
2018-10-10,sc,201839,201643,100,217,0,0,0.0,0.0,0.0
2018-10-10,sd,201839,201643,100,142,0,0,0.0,0.0,0.0
2018-10-10,tn,201839,201643,100,115,1,4,4.35,0.87,3.48
2018-10-10,tx,201839,201643,100,1174,12,18,2.56,1.02,1.53
2018-10-10,ut,201839,201643,100,468,6,0,1.28,1.28,0.0
2018-10-10,va,201839,201643,100,210,0,0,0.0,0.0,0.0
2018-10-10,vt,201839,201643,100,68,0,0,0.0,0.0,0.0
2018-10-10,wa,201839,201643,100,470,28,2,6.38,5.96,0.43
2018-10-10,wi,201839,201643,100,526,1,1,0.38,0.19,0.19
2018-10-10,wv,201839,201643,100,386,0,1,0.26,0.0,0.26
2018-10-10,al,201839,201644,99,591,15,8,3.89,2.54,1.35
2018-10-10,ar,201839,201644,99,53,0,0,0.0,0.0,0.0
2018-10-10,az,201839,201644,99,149,0,0,0.0,0.0,0.0
2018-10-10,ca,201839,201644,99,728,9,0,1.24,1.24,0.0
2018-10-10,co,201839,201644,99,318,3,0,0.94,0.94,0.0
2018-10-10,ct,201839,201644,99,254,4,0,1.57,1.57,0.0
2018-10-10,de,201839,201644,99,72,0,0,0.0,0.0,0.0
2018-10-10,ga,201839,201644,99,684,6,2,1.17,0.88,0.29
2018-10-10,hhs1,201839,201644,99,790,10,3,1.64557,1.26582,0.379747
2018-10-10,hhs10,201839,201644,99,857,29,1,3.50058,3.3839,0.116686
2018-10-10,hhs2,201839,201644,99,1783,15,2,0.953449,0.841279,0.11217
2018-10-10,hhs3,201839,201644,99,1144,0,1,0.0874126,0.0,0.0874126
2018-10-10,hhs4,201839,201644,99,3595,79,87,4.61752,2.1975,2.42003
2018-10-10,hhs5,201839,201644,99,3201,18,9,0.843486,0.562324,0.281162
2018-10-10,hhs6,201839,201644,99,2289,21,12,1.44168,0.917431,0.524246
2018-10-10,hhs7,201839,201644,99,848,1,2,0.353774,0.117925,0.235849
2018-10-10,hhs8,201839,201644,99,1064,15,0,1.40977,1.40977,0.0
2018-10-10,hhs9,201839,201644,99,1081,13,1,1.2951,1.20259,0.0925069
2018-10-10,hi,201839,201644,99,190,3,0,1.58,1.58,0.0
2018-10-10,ia,201839,201644,99,84,1,2,3.57,1.19,2.38
2018-10-10,id,201839,201644,99,30,0,0,0.0,0.0,0.0
2018-10-10,il,201839,201644,99,261,0,0,0.0,0.0,0.0
2018-10-10,in,201839,201644,99,104,0,0,0.0,0.0,0.0
2018-10-10,ks,201839,201644,99,52,0,0,0.0,0.0,0.0
2018-10-10,ky,201839,201644,99,253,0,0,0.0,0.0,0.0
2018-10-10,la,201839,201644,99,580,7,3,1.72,1.21,0.52
2018-10-10,ma,201839,201644,99,408,5,2,1.72,1.23,0.49
2018-10-10,md,201839,201644,99,100,0,0,0.0,0.0,0.0
2018-10-10,mi,201839,201644,99,771,4,0,0.52,0.52,0.0
2018-10-10,mn,201839,201644,99,311,3,0,0.96,0.96,0.0
2018-10-10,mo,201839,201644,99,609,0,0,0.0,0.0,0.0
2018-10-10,ms,201839,201644,99,80,1,1,2.5,1.25,1.25
2018-10-10,mt,201839,201644,99,95,2,0,2.11,2.11,0.0
2018-10-08,nat,201839,201644,99,16652,201,118,1.91569,1.20706,0.708624
2018-10-10,nc,201839,201644,99,253,5,6,4.35,1.98,2.37
2018-10-10,nd,201839,201644,99,44,0,0,0.0,0.0,0.0
2018-10-10,ne,201839,201644,99,103,0,0,0.0,0.0,0.0
2018-10-10,nh,201839,201644,99,20,1,1,10.0,5.0,5.0
2018-10-10,nm,201839,201644,99,230,0,0,0.0,0.0,0.0
2018-10-10,nv,201839,201644,99,14,1,1,14.29,7.14,7.14
2018-10-10,oh,201839,201644,99,1174,9,9,1.53,0.77,0.77
2018-10-10,ok,201839,201644,99,151,2,0,1.32,1.32,0.0
2018-10-10,or,201839,201644,99,290,13,1,4.83,4.48,0.34
2018-10-10,pa,201839,201644,99,346,0,0,0.0,0.0,0.0
2018-10-10,sc,201839,201644,99,230,1,1,0.87,0.43,0.43
2018-10-10,sd,201839,201644,99,126,2,0,1.59,1.59,0.0
2018-10-10,tn,201839,201644,99,125,0,2,1.6,0.0,1.6
2018-10-10,tx,201839,201644,99,1275,12,9,1.65,0.94,0.71
2018-10-10,ut,201839,201644,99,480,8,0,1.67,1.67,0.0
2018-10-10,va,201839,201644,99,217,0,0,0.0,0.0,0.0
2018-10-10,vt,201839,201644,99,71,0,0,0.0,0.0,0.0
2018-10-10,wa,201839,201644,99,537,16,0,2.98,2.98,0.0
2018-10-10,wi,201839,201644,99,580,2,0,0.34,0.34,0.0
2018-10-10,wv,201839,201644,99,409,0,1,0.24,0.0,0.24
2018-10-10,al,201839,201645,98,625,5,1,0.96,0.8,0.16
2018-10-10,ar,201839,201645,98,57,0,0,0.0,0.0,0.0
2018-10-10,az,201839,201645,98,143,1,0,0.7,0.7,0.0
2018-10-10,ca,201839,201645,98,839,10,1,1.31,1.19,0.12
2018-10-10,co,201839,201645,98,394,8,0,2.03,2.03,0.0
2018-10-10,ct,201839,201645,98,298,2,0,0.67,0.67,0.0
2018-10-10,de,201839,201645,98,90,1,0,1.11,1.11,0.0
2018-10-10,ga,201839,201645,98,670,7,2,1.34,1.04,0.3
2018-10-10,hhs1,201839,201645,98,883,7,2,1.01925,0.792752,0.226501
2018-10-10,hhs10,201839,201645,98,864,72,1,8.44907,8.33333,0.115741
2018-10-10,hhs2,201839,201645,98,1873,20,1,1.1212,1.06781,0.0533903
2018-10-10,hhs3,201839,201645,98,1259,2,2,0.317712,0.158856,0.158856
2018-10-10,hhs4,201839,201645,98,3697,95,86,4.89586,2.56965,2.32621
2018-10-10,hhs5,201839,201645,98,3350,10,6,0.477612,0.298507,0.179104
2018-10-10,hhs6,201839,201645,98,2594,22,21,1.65767,0.848111,0.809561
2018-10-10,hhs7,201839,201645,98,881,1,0,0.113507,0.113507,0.0
2018-10-10,hhs8,201839,201645,98,1195,26,0,2.17573,2.17573,0.0
2018-10-10,hhs9,201839,201645,98,1215,16,2,1.48148,1.31687,0.164609
2018-10-10,hi,201839,201645,98,222,5,1,2.7,2.25,0.45
2018-10-10,ia,201839,201645,98,119,1,0,0.84,0.84,0.0
2018-10-10,id,201839,201645,98,29,0,0,0.0,0.0,0.0
2018-10-10,il,201839,201645,98,277,1,0,0.36,0.36,0.0
2018-10-10,in,201839,201645,98,153,0,2,1.31,0.0,1.31
2018-10-10,ks,201839,201645,98,80,0,0,0.0,0.0,0.0
2018-10-10,ky,201839,201645,98,269,0,0,0.0,0.0,0.0
2018-10-10,la,201839,201645,98,641,10,2,1.87,1.56,0.31
2018-10-10,ma,201839,201645,98,467,5,1,1.28,1.07,0.21
2018-10-10,md,201839,201645,98,135,0,0,0.0,0.0,0.0
2018-10-10,mi,201839,201645,98,802,0,0,0.0,0.0,0.0
2018-10-10,mn,201839,201645,98,216,0,0,0.0,0.0,0.0
2018-10-10,mo,201839,201645,98,601,0,0,0.0,0.0,0.0
2018-10-10,ms,201839,201645,98,92,0,0,0.0,0.0,0.0
2018-10-10,mt,201839,201645,98,117,1,0,0.85,0.85,0.0
2018-10-08,nat,201839,201645,98,17811,271,121,2.20089,1.52153,0.679355
2018-10-10,nc,201839,201645,98,186,4,2,3.23,2.15,1.08
2018-10-10,nd,201839,201645,98,36,1,0,2.78,2.78,0.0
2018-10-10,ne,201839,201645,98,81,0,0,0.0,0.0,0.0
2018-10-10,nh,201839,201645,98,25,0,0,0.0,0.0,0.0
2018-10-10,nm,201839,201645,98,234,0,0,0.0,0.0,0.0
2018-10-10,nv,201839,201645,98,11,0,0,0.0,0.0,0.0
2018-10-10,oh,201839,201645,98,1333,8,4,0.9,0.6,0.3
2018-10-10,ok,201839,201645,98,148,2,0,1.35,1.35,0.0
2018-10-10,or,201839,201645,98,273,39,0,14.29,14.29,0.0
2018-10-10,pa,201839,201645,98,385,1,2,0.78,0.26,0.52
2018-10-10,sc,201839,201645,98,229,0,1,0.44,0.0,0.44
2018-10-10,sd,201839,201645,98,130,0,0,0.0,0.0,0.0
2018-10-10,tn,201839,201645,98,184,1,1,1.09,0.54,0.54
2018-10-10,tx,201839,201645,98,1514,10,19,1.92,0.66,1.25
2018-10-10,ut,201839,201645,98,517,16,0,3.09,3.09,0.0
2018-10-10,va,201839,201645,98,216,0,0,0.0,0.0,0.0
2018-10-10,vt,201839,201645,98,56,0,0,0.0,0.0,0.0
2018-10-10,wa,201839,201645,98,562,33,1,6.05,5.87,0.18
2018-10-10,wi,201839,201645,98,569,1,0,0.18,0.18,0.0
2018-10-10,wv,201839,201645,98,433,0,0,0.0,0.0,0.0
2018-10-10,al,201839,201646,97,678,15,9,3.54,2.21,1.33
2018-10-10,ar,201839,201646,97,45,1,0,2.22,2.22,0.0
2018-10-10,az,201839,201646,97,182,1,0,0.55,0.55,0.0
2018-10-10,ca,201839,201646,97,878,10,1,1.25,1.14,0.11
2018-10-10,co,201839,201646,97,386,7,1,2.07,1.81,0.26
2018-10-10,ct,201839,201646,97,350,4,0,1.14,1.14,0.0
2018-10-10,de,201839,201646,97,108,3,0,2.78,2.78,0.0
2018-10-10,ga,201839,201646,97,818,14,9,2.81,1.71,1.1
2018-10-10,hhs1,201839,201646,97,919,12,1,1.41458,1.30577,0.108814
2018-10-10,hhs10,201839,201646,97,1013,88,1,8.78578,8.68707,0.0987167
2018-10-10,hhs2,201839,201646,97,1902,25,4,1.52471,1.31441,0.210305
2018-10-10,hhs3,201839,201646,97,1165,7,2,0.772532,0.600858,0.171674
2018-10-10,hhs4,201839,201646,97,4133,108,90,4.79071,2.61311,2.17759
2018-10-10,hhs5,201839,201646,97,3462,22,14,1.03986,0.635471,0.404391
2018-10-10,hhs6,201839,201646,97,3014,45,27,2.38885,1.49303,0.89582
2018-10-10,hhs7,201839,201646,97,954,6,3,0.943396,0.628931,0.314465
2018-10-10,hhs8,201839,201646,97,1163,19,1,1.71969,1.63371,0.0859845
2018-10-10,hhs9,201839,201646,97,1223,15,1,1.30826,1.22649,0.0817661
2018-10-10,hi,201839,201646,97,154,4,0,2.6,2.6,0.0
2018-10-10,ia,201839,201646,97,98,0,0,0.0,0.0,0.0
2018-10-10,id,201839,201646,97,36,2,0,5.56,5.56,0.0
2018-10-10,il,201839,201646,97,291,4,3,2.41,1.37,1.03
2018-10-10,in,201839,201646,97,160,1,0,0.63,0.63,0.0
2018-10-10,ks,201839,201646,97,81,1,2,3.7,1.23,2.47
2018-10-10,ky,201839,201646,97,266,0,0,0.0,0.0,0.0
2018-10-10,la,201839,201646,97,735,21,5,3.54,2.86,0.68
2018-10-10,ma,201839,201646,97,439,5,0,1.14,1.14,0.0
2018-10-10,md,201839,201646,97,108,0,0,0.0,0.0,0.0
2018-10-10,mi,201839,201646,97,754,3,4,0.93,0.4,0.53
2018-10-10,mn,201839,201646,97,305,1,0,0.33,0.33,0.0
2018-10-10,mo,201839,201646,97,701,5,1,0.86,0.71,0.14
2018-10-10,ms,201839,201646,97,104,0,0,0.0,0.0,0.0
2018-10-10,mt,201839,201646,97,133,4,0,3.01,3.01,0.0
2018-10-08,nat,201839,201646,97,18948,347,144,2.5913,1.83133,0.759975
2018-10-10,nc,201839,201646,97,267,3,2,1.87,1.12,0.75
2018-10-10,nd,201839,201646,97,39,0,0,0.0,0.0,0.0
2018-10-10,ne,201839,201646,97,74,0,0,0.0,0.0,0.0
2018-10-10,nh,201839,201646,97,29,1,0,3.45,3.45,0.0
2018-10-10,nm,201839,201646,97,284,0,0,0.0,0.0,0.0
2018-10-10,oh,201839,201646,97,1376,9,7,1.16,0.65,0.51
2018-10-10,ok,201839,201646,97,204,2,0,0.98,0.98,0.0
2018-10-10,or,201839,201646,97,367,48,0,13.08,13.08,0.0
2018-10-10,pa,201839,201646,97,341,2,2,1.17,0.59,0.59
2018-10-10,sc,201839,201646,97,267,0,1,0.37,0.0,0.37
2018-10-10,sd,201839,201646,97,122,1,0,0.82,0.82,0.0
2018-10-10,tn,201839,201646,97,162,1,0,0.62,0.62,0.0
2018-10-10,tx,201839,201646,97,1746,21,22,2.46,1.2,1.26
2018-10-10,ut,201839,201646,97,483,7,0,1.45,1.45,0.0
2018-10-10,va,201839,201646,97,181,0,0,0.0,0.0,0.0
2018-10-10,vt,201839,201646,97,75,1,0,1.33,1.33,0.0
2018-10-10,wa,201839,201646,97,610,38,1,6.39,6.23,0.16
2018-10-10,wi,201839,201646,97,576,4,0,0.69,0.69,0.0
2018-10-10,wv,201839,201646,97,427,2,0,0.47,0.47,0.0
2018-10-10,al,201839,201647,96,650,14,8,3.38,2.15,1.23
2018-10-10,ar,201839,201647,96,56,0,0,0.0,0.0,0.0
2018-10-10,az,201839,201647,96,165,3,0,1.82,1.82,0.0
