Estado,year_week,temperature_2m_mean,apparent_temperature_mean
Connecticut,202149,27.274107,31.28991
Connecticut,202150,27.277678,31.685347
Connecticut,202151,27.503572,31.749199
Connecticut,202152,27.446667,31.48259
Connecticut,202200,26.85521,30.73889
Connecticut,202201,27.359226,31.320438
Connecticut,202202,27.565773,31.036108
Connecticut,202203,27.957739,32.325455
Connecticut,202204,27.815477,32.03516
Connecticut,202205,27.452679,31.534689
Connecticut,202206,27.228273,31.290657
Connecticut,202207,27.213987,30.652767
Connecticut,202208,27.111904,30.750359
Connecticut,202209,27.18244,30.99714
Connecticut,202210,27.309523,31.812016
Connecticut,202211,26.66607,30.901154
Connecticut,202212,27.016071,31.84626
Connecticut,202213,27.39256,31.629063
Connecticut,202214,28.025,32.0589
Connecticut,202215,27.150595,30.668722
Connecticut,202216,27.647917,31.595871
Connecticut,202217,27.31488,31.72384
Connecticut,202218,27.643154,31.998812
Connecticut,202219,27.236609,31.564474
Connecticut,202220,27.27738,30.481218
Connecticut,202221,26.600296,29.822845
Connecticut,202222,26.18006,29.810467
Connecticut,202223,26.259823,29.622616
Connecticut,202224,26.997917,28.766705
Connecticut,202225,25.488394,28.631657
Connecticut,202226,26.461905,28.704681
Connecticut,202227,26.078573,27.965366
Connecticut,202228,25.696428,26.946926
Connecticut,202229,25.536606,26.683998
Connecticut,202230,25.627085,27.200066
Connecticut,202231,25.524107,26.613306
Connecticut,202232,25.252975,26.469303
Connecticut,202233,25.021132,26.997522
Connecticut,202234,25.099108,26.953213
Connecticut,202235,24.892262,27.553274
Connecticut,202236,24.88393,26.98585
Connecticut,202237,25.156248,27.394249
Connecticut,202238,24.82262,27.780499
Connecticut,202239,25.143452,27.989363
Connecticut,202240,25.516966,29.28387
Connecticut,202241,25.761606,29.167957
Connecticut,202242,25.84494,29.699112
Connecticut,202243,26.279167,30.407349
Connecticut,202244,26.382738,30.525043
Connecticut,202245,26.31637,30.030943
Connecticut,202246,25.922321,29.66645
Connecticut,202247,26.344345,30.4145
Connecticut,202248,25.989285,29.711817
Connecticut,202249,26.794048,31.062119
Connecticut,202250,26.46994,30.356834
Connecticut,202251,26.985416,31.020824
Connecticut,202252,27.715973,32.18426
Connecticut,202300,27.587503,32.123497
Connecticut,202301,27.969345,31.713278
Connecticut,202302,27.550892,31.573307
Connecticut,202303,27.25357,30.889269
Connecticut,202304,26.696726,30.23379
Connecticut,202305,27.402084,31.533924
Connecticut,202306,27.787203,32.103046
Connecticut,202307,27.81607,32.39249
Connecticut,202308,28.058928,31.867598
Connecticut,202309,27.408335,31.714739
Connecticut,202310,27.513094,31.590921
Connecticut,202311,27.877678,31.293789
Connecticut,202312,27.205357,30.37748
Connecticut,202313,27.607141,31.968422
Connecticut,202314,27.789879,32.086914
Connecticut,202315,27.868153,32.38144
Connecticut,202316,27.925297,32.071224
Connecticut,202317,27.397322,31.21803
Connecticut,202318,27.733929,31.891891
Connecticut,202319,27.944345,32.763763
Connecticut,202320,27.302677,31.204054
Connecticut,202321,27.450596,31.801756
Connecticut,202322,26.555655,30.333015
Connecticut,202323,26.472916,29.78834
Connecticut,202324,27.443752,29.735664
Connecticut,202325,26.359524,28.20127
Connecticut,202326,26.209227,28.109535
Connecticut,202327,26.264582,28.757658
Connecticut,202328,25.888987,28.802206
Connecticut,202329,25.953274,28.013365
Connecticut,202330,25.829464,28.65454
Connecticut,202331,25.69226,27.86248
Connecticut,202332,25.56399,27.300661
Connecticut,202333,25.623213,28.141886
Connecticut,202334,25.709524,28.613274
Connecticut,202335,25.637798,28.198074
Connecticut,202336,25.745537,28.660028
Connecticut,202337,25.809525,28.373238
Connecticut,202338,25.629763,29.200485
Connecticut,202339,26.212204,30.075106
Connecticut,202340,26.2497,29.075788
Connecticut,202341,26.18244,30.107838
Connecticut,202342,26.320534,30.22081
Connecticut,202343,26.429167,30.403828
Connecticut,202344,26.827383,31.318413
Connecticut,202345,26.593157,30.735123
Connecticut,202346,26.894346,31.368938
Connecticut,202347,27.029463,30.879007
Connecticut,202348,27.189285,31.60305
Connecticut,202349,27.61994,31.943968
Connecticut,202350,27.822023,32.415886
Connecticut,202351,28.16101,31.811735
Connecticut,202352,27.804464,32.33365
Connecticut,202401,27.463095,31.84844
Connecticut,202402,27.3,31.367144
Connecticut,202403,27.60744,31.841581
Connecticut,202404,27.878572,32.255596
Connecticut,202405,28.413988,32.94849
Connecticut,202406,29.004166,33.913586
Connecticut,202407,28.16369,32.22485
Connecticut,202408,28.310417,32.18703
Connecticut,202409,28.008928,32.113983
Connecticut,202410,28.28601,32.91804
Connecticut,202411,28.339882,33.428905
Connecticut,202412,28.0253,32.38726
Connecticut,202413,28.290476,33.20939
Connecticut,202414,28.60268,33.299927
Connecticut,202415,28.522024,33.429695
Connecticut,202416,29.014584,34.07572
Connecticut,202417,28.622915,33.15292
Connecticut,202418,28.814585,33.474728
Connecticut,202419,28.067558,32.780743
Connecticut,202420,27.370237,31.95521
Connecticut,202421,27.242857,31.214071
Connecticut,202422,27.4747,31.308962
Connecticut,202423,26.874405,30.49794
Connecticut,202424,26.937202,29.588772
Connecticut,202425,26.606253,29.395502
Connecticut,202426,26.40625,28.953497
Connecticut,202427,26.219347,28.42425
Connecticut,202428,25.71518,27.373817
Connecticut,202429,25.58125,27.125805
Connecticut,202430,25.35119,27.485102
Connecticut,202431,25.168453,26.653105
Connecticut,202432,25.176786,27.231396
Connecticut,202433,25.16012,26.714706
Connecticut,202434,25.383036,27.091179
Connecticut,202435,25.027977,26.675667
Connecticut,202436,25.280952,27.419754
Connecticut,202437,25.38244,27.73308
Connecticut,202438,25.592857,28.365372
Connecticut,202439,25.69881,28.662014
Connecticut,202440,25.58393,28.309486
Connecticut,202441,25.98125,29.186348
Connecticut,202442,25.838095,29.233032
Connecticut,202443,26.45625,30.259274
Connecticut,202444,26.162798,30.144712
Connecticut,202445,26.606548,30.621767
Connecticut,202446,26.71012,30.88371
Connecticut,202447,27.089582,31.310986
Connecticut,202448,27.161608,31.31018
Connecticut,202449,26.50506,30.644106
Connecticut,202450,27.172916,31.115263
Connecticut,202451,27.62619,32.303917
Connecticut,202452,27.750893,32.01082
Connecticut,202453,27.880207,32.465313
Connecticut,202500,27.852917,32.19126
Connecticut,202501,27.905357,32.178703
Connecticut,202502,27.883036,31.645266
Connecticut,202503,27.491964,31.01477
Connecticut,202504,27.60521,31.758478
Delaware,201000,26.375,30.645815
Delaware,201001,26.774405,30.58696
Delaware,201002,27.139286,31.082512
Delaware,201003,27.388987,31.995726
Delaware,201004,27.41994,31.935171
Delaware,201005,28.053574,32.52702
Delaware,201006,27.17887,31.57299
Delaware,201007,27.883036,32.346844
Delaware,201008,27.850893,32.344826
Delaware,201009,27.549702,32.49608
Delaware,201010,27.647917,32.4021
Delaware,201011,27.750595,32.379852
Delaware,201012,28.246428,33.13884
Delaware,201013,28.018154,33.279366
Delaware,201014,28.000893,33.008907
Delaware,201015,27.926191,33.01575
Delaware,201016,27.954166,32.68226
Delaware,201017,27.16131,31.829205
Delaware,201018,27.491669,32.1102
Delaware,201019,27.316666,31.920437
Delaware,201020,27.53095,31.17387
Delaware,201021,27.194048,30.75441
Delaware,201022,26.665178,30.153685
Delaware,201023,26.556845,29.989346
Delaware,201024,26.303274,29.213923
Delaware,201025,26.153273,27.840975
Delaware,201026,26.308035,28.236937
Delaware,201027,25.605059,27.260035
Delaware,201028,25.393452,26.872864
Delaware,201029,25.300001,26.765715
Delaware,201030,25.322916,26.37718
Delaware,201031,25.385714,26.939444
Delaware,201032,25.404465,27.321177
Delaware,201033,25.411905,27.64709
Delaware,201034,25.28869,27.524033
Delaware,201035,25.18601,26.801903
Delaware,201036,25.25744,27.696196
Delaware,201037,25.217262,28.056118
Delaware,201038,25.218155,28.074196
Delaware,201039,25.915773,29.31811
Delaware,201040,25.8753,29.289259
Delaware,201041,25.632143,29.272038
Delaware,201042,25.569347,28.875816
Delaware,201043,25.89256,29.30298
Delaware,201044,26.194048,30.249447
Delaware,201045,26.403572,30.224363
Delaware,201046,26.34524,30.362082
Delaware,201047,26.366074,30.233225
Delaware,201048,26.779762,30.922424
Delaware,201049,26.25238,30.206919
Delaware,201050,27.05625,31.097254
Delaware,201051,26.613987,30.632338
Delaware,201052,26.057499,30.283855
Delaware,201100,27.072918,31.516968
Delaware,201101,27.066668,31.402735
Delaware,201102,27.245537,31.398094
Delaware,201103,26.976786,31.325745
Delaware,201104,26.380655,30.030315
Delaware,201105,26.616367,30.436584
Delaware,201106,27.578272,31.395569
Delaware,201107,27.257738,31.308363
Delaware,201108,26.875,30.929321
Delaware,201109,27.16756,31.61826
Delaware,201110,27.294048,31.597038
Delaware,201111,27.02738,31.038918
Delaware,201112,27.230953,31.678253
Delaware,201113,27.802084,32.22848
Delaware,201114,27.419346,31.95966
Delaware,201115,27.45,32.210793
Delaware,201116,27.264582,31.198656
Delaware,201117,27.09256,31.49186
Delaware,201118,27.41369,31.76124
Delaware,201119,26.868452,31.305424
Delaware,201120,26.54256,30.575317
Delaware,201121,26.806547,29.886343
Delaware,201122,27.113691,29.544096
Delaware,201123,26.448212,28.893103
Delaware,201124,26.413095,28.611406
Delaware,201125,25.810417,27.850847
Delaware,201126,25.538095,27.468735
Delaware,201127,25.12768,26.486183
Delaware,201128,25.145237,27.434607
Delaware,201129,25.032143,26.872257
Delaware,201130,24.671429,25.935604
Delaware,201131,24.635714,26.4383
Delaware,201132,24.972918,26.447964
Delaware,201133,24.667856,25.93094
Delaware,201134,25.096727,26.870459
Delaware,201135,25.146727,27.276348
Delaware,201136,25.345835,27.907516
Delaware,201137,25.245537,27.461887
Delaware,201138,25.472916,28.166769
Delaware,201139,25.21488,28.258127
Delaware,201140,25.734226,29.084084
Delaware,201141,25.802677,28.711641
Delaware,201142,25.838392,29.089195
Delaware,201143,25.513988,28.682543
Delaware,201144,25.703274,29.45934
Delaware,201145,25.960716,29.844
Delaware,201146,26.417559,30.364868
Delaware,201147,26.010715,29.70663
Delaware,201148,26.540476,30.21429
Delaware,201149,26.16607,29.647005
Delaware,201150,26.644644,30.676792
Delaware,201151,26.391369,30.415821
Delaware,201152,26.162848,30.062859
Delaware,201200,26.952085,31.421919
Delaware,201201,26.852976,31.043503
Delaware,201202,26.732738,31.101242
Delaware,201203,26.536312,30.068544
Delaware,201204,26.557737,30.29886
Delaware,201205,26.21399,29.782215
Delaware,201206,26.558037,29.738926
Delaware,201207,26.369942,29.791933
Delaware,201208,26.12857,30.038113
Delaware,201209,26.44375,30.457045
Delaware,201210,26.491966,30.966442
Delaware,201211,27.39256,31.789856
Delaware,201212,27.095537,31.409653
Delaware,201213,27.052082,30.877975
Delaware,201214,26.91101,31.05758
Delaware,201215,26.73006,30.442053
Delaware,201216,26.52887,30.904158
Delaware,201217,26.564285,31.022766
Delaware,201218,26.612204,30.837336
Delaware,201219,26.494942,30.21767
Delaware,201220,25.897024,29.663237
Delaware,201221,26.125893,29.889994
Delaware,201222,26.39375,29.484667
Delaware,201223,25.802382,28.88721
Delaware,201224,26.076488,28.158432
Delaware,201225,25.614286,28.278444
Delaware,201226,25.425892,27.24762
Delaware,201227,25.458632,26.537592
Delaware,201228,25.035715,26.454689
Delaware,201229,25.421131,26.644873
Delaware,201230,24.930952,25.744955
Delaware,201231,25.359823,26.519726
Delaware,201232,25.27619,26.171682
Delaware,201233,24.708632,25.63015
Delaware,201234,24.63482,26.045769
Delaware,201235,24.936012,26.724318
Delaware,201236,24.989584,26.863995
Delaware,201237,25.332142,27.887682
Delaware,201238,25.469345,27.874216
Delaware,201239,25.49643,28.48655
Delaware,201240,25.455359,28.491444
Delaware,201241,25.634226,28.660175
Delaware,201242,25.572023,29.107502
Delaware,201243,25.504166,29.113008
Delaware,201244,25.984821,29.856098
Delaware,201245,25.67887,29.504124
Delaware,201246,26.202679,30.48848
Delaware,201247,26.227678,30.61939
Delaware,201248,26.368156,30.246367
Delaware,201249,26.643454,30.779507
Delaware,201250,26.567858,30.860338
Delaware,201251,27.029465,31.441534
Delaware,201252,26.603868,30.860031
Delaware,201253,27.106247,31.469988
Delaware,201300,27.36007,31.008219
Delaware,201301,27.428572,31.80017
Delaware,201302,27.697918,32.44958
Delaware,201303,26.984226,31.166557
Delaware,201304,27.858036,32.184708
Delaware,201305,27.201488,31.229431
Delaware,201306,27.171429,30.979158
Delaware,201307,27.26756,31.401903
Delaware,201308,27.425594,31.83503
Delaware,201309,27.673513,32.02721
Delaware,201310,27.53393,32.19498
Delaware,201311,27.438395,31.571783
Delaware,201312,27.543154,31.931383
Delaware,201313,27.16756,31.7002
Delaware,201314,27.553572,32.0349
Delaware,201315,27.209524,31.46222
Delaware,201316,27.17887,31.324774
Delaware,201317,27.112202,31.453642
Delaware,201318,26.5253,30.63411
Delaware,201319,26.514881,30.26396
Delaware,201320,26.749105,30.252928
Delaware,201321,26.346132,28.881676
Delaware,201322,25.7247,28.79134
Delaware,201323,25.725893,28.427536
Delaware,201324,25.807142,27.535753
Delaware,201325,25.758629,27.23253
Delaware,201326,25.618454,26.964731
Delaware,201327,25.238987,27.151712
Delaware,201328,24.784525,26.093666
Delaware,201329,24.043156,24.735659
Delaware,201330,24.080952,25.279663
Delaware,201331,24.182142,24.985647
Delaware,201332,24.45238,25.536055
Delaware,201333,24.779762,26.366608
Delaware,201334,25.000893,27.073946
Delaware,201335,25.01637,26.821152
Delaware,201336,24.888391,26.963167
Delaware,201337,25.185417,27.377737
Delaware,201338,25.01756,26.684586
Delaware,201339,25.24643,27.435295
Delaware,201340,25.476786,28.654654
Delaware,201341,25.484821,28.639309
Delaware,201342,25.384823,28.922743
Delaware,201343,25.46875,29.09555
Delaware,201344,26.015772,29.664585
Delaware,201345,25.810417,29.331066
Delaware,201346,25.879465,29.500097
Delaware,201347,26.275297,29.77295
Delaware,201348,26.34375,30.346762
Delaware,201349,26.170834,29.588757
Delaware,201350,26.801786,30.396181
Delaware,201351,27.058334,31.151136
Delaware,201352,26.07917,29.421238
Delaware,201400,26.471666,30.66929
Delaware,201401,26.305655,29.998217
Delaware,201402,26.325893,30.373945
Delaware,201403,26.46131,30.227413
Delaware,201404,26.841665,30.745686
Delaware,201405,27.208334,31.434887
Delaware,201406,26.526487,30.662004
Delaware,201407,26.836607,30.990437
Delaware,201408,26.638988,30.229618
Delaware,201409,26.85149,30.63282
Delaware,201410,26.861012,30.917732
Delaware,201411,27.094048,31.39891
Delaware,201412,27.073511,30.927818
Delaware,201413,27.37262,31.906279
Delaware,201414,26.82619,31.101267
Delaware,201415,27.710417,32.331078
Delaware,201416,27.093153,31.356974
Delaware,201417,27.165178,31.46523
Delaware,201418,26.763987,30.144775
Delaware,201419,26.84137,31.15397
Delaware,201420,26.676786,30.988499
Delaware,201421,26.577976,29.826683
Delaware,201422,26.391964,29.290827
Delaware,201423,26.230356,28.290005
Delaware,201424,26.032738,28.047537
Delaware,201425,25.841965,27.78757
Delaware,201426,25.470833,27.01251
Delaware,201427,25.419346,27.035564
Delaware,201428,25.17857,26.383768
Delaware,201429,25.21399,26.684607
Delaware,201430,24.730953,25.970829
Delaware,201431,24.636309,25.523336
Delaware,201432,24.591665,25.488468
Delaware,201433,24.913393,26.576687
Delaware,201434,24.992857,27.037207
Delaware,201435,24.826786,26.564863
Delaware,201436,25.025,27.11938
Delaware,201437,24.949106,27.516397
Delaware,201438,25.02381,28.171814
Delaware,201439,25.28125,28.108507
Delaware,201440,25.61875,28.57894
Delaware,201441,25.800297,28.437838
Delaware,201442,25.81637,28.637627
Delaware,201443,25.83899,29.198364
Delaware,201444,25.748512,29.462221
Delaware,201445,25.769941,29.435871
Delaware,201446,25.80655,29.593937
Delaware,201447,26.00863,29.740072
Delaware,201448,26.045834,29.672703
Delaware,201449,26.136011,30.01728
Delaware,201450,26.515179,30.701437
Delaware,201451,26.57262,30.47711
Delaware,201452,27.094446,30.708195
Delaware,201500,26.879686,30.770369
Delaware,201501,26.605358,30.523603
Delaware,201502,26.407143,30.537132
Delaware,201503,26.343748,30.429716
Delaware,201504,26.690773,30.50526
Delaware,201505,26.633333,30.911106
Delaware,201506,26.941666,31.009432
Delaware,201507,26.382143,29.729301
Delaware,201508,26.671131,30.505621
Delaware,201509,26.906847,31.383219
Delaware,201510,27.170238,31.729757
Delaware,201511,27.313393,31.73673
Delaware,201512,27.43512,31.112919
Delaware,201513,27.072918,31.42502
Delaware,201514,27.116665,31.741264
Delaware,201515,27.295835,31.827932
Delaware,201516,27.268156,31.855356
Delaware,201517,27.473513,32.1036
Delaware,201518,26.858038,31.010246
Delaware,201519,26.821428,31.416397
Delaware,201520,26.637201,30.735626
Delaware,201521,26.404463,30.047718
Delaware,201522,26.195536,28.404076
Delaware,201523,26.009226,28.002996
Delaware,201524,25.5875,27.15583
Delaware,201525,25.559523,27.076092
Delaware,201526,25.363691,27.189566
Delaware,201527,25.483929,28.594278
Delaware,201528,25.235117,27.190575
Delaware,201529,24.66101,25.715277
Delaware,201530,24.729763,25.900772
Delaware,201531,25.003275,26.763079
Delaware,201532,25.171429,27.177488
Delaware,201533,24.643751,26.346289
Delaware,201534,24.759228,26.37528
Delaware,201535,24.839285,26.462214
Delaware,201536,25.420834,27.664778
Delaware,201537,25.203276,27.32058
Delaware,201538,25.61488,28.657385
Delaware,201539,25.5997,28.864319
Delaware,201540,25.809822,28.907476
Delaware,201541,25.798214,29.459118
Delaware,201542,25.952976,29.658106
Delaware,201543,26.037203,29.479984
Delaware,201544,25.947023,30.051859
Delaware,201545,25.923214,30.105587
Delaware,201546,26.38244,30.284027
Delaware,201547,26.69643,30.785795
Delaware,201548,26.84524,31.195553
Delaware,201549,26.619942,30.863527
Delaware,201550,26.863094,30.881289
Delaware,201551,27.274702,31.866337
Delaware,201552,27.44167,31.195719
Delaware,201600,27.438196,31.915997
Delaware,201601,27.0875,30.24387
Delaware,201602,27.116667,31.21988
Delaware,201603,26.764584,31.022373
Delaware,201604,26.842558,31.260204
Delaware,201605,27.003572,31.05334
Delaware,201606,27.436905,31.280775
Delaware,201607,27.244644,31.391611
Delaware,201608,27.40893,31.809866
Delaware,201609,27.71994,32.608494
Delaware,201610,27.254166,31.675808
Delaware,201611,27.525,32.446644
Delaware,201612,27.751486,32.425426
Delaware,201613,27.574703,32.165455
Delaware,201614,27.445833,31.894243
Delaware,201615,27.954166,33.015457
Delaware,201616,27.99256,32.710148
Delaware,201617,27.417559,31.921934
Delaware,201618,27.070238,31.375673
Delaware,201619,27.146727,31.271511
Delaware,201620,26.78214,30.341494
Delaware,201621,26.824999,30.04422
Delaware,201622,26.855951,30.559706
Delaware,201623,26.3125,29.22839
Delaware,201624,26.556252,28.431448
Delaware,201625,26.045834,27.836166
Delaware,201626,25.841965,27.972982
Delaware,201627,25.595537,27.74447
Delaware,201628,25.446428,26.800425
Delaware,201629,25.405954,26.728168
Delaware,201630,25.238691,26.809265
Delaware,201631,25.08006,26.550991
Delaware,201632,25.059225,26.751884
Delaware,201633,25.108036,26.814808
Delaware,201634,25.10387,26.95777
Delaware,201635,25.34256,28.04249
Delaware,201636,25.209822,27.144278
Delaware,201637,25.398214,27.707533
Delaware,201638,25.626785,28.690094
Delaware,201639,25.709227,28.804913
Delaware,201640,25.85238,29.098524
Delaware,201641,26.000597,29.490803
Delaware,201642,25.803572,29.703787
Delaware,201643,26.090773,30.322214
Delaware,201644,26.11518,30.446873
Delaware,201645,26.44018,30.40203
Delaware,201646,26.787796,31.266657
Delaware,201647,26.645536,30.980183
Delaware,201648,26.861311,31.23922
Delaware,201649,27.14256,31.67564
Delaware,201650,26.895535,31.275955
Delaware,201651,27.161308,31.671703
Delaware,201652,27.294445,32.05941
Delaware,201700,27.364584,32.105362
Delaware,201701,27.127975,31.47201
Delaware,201702,27.152082,31.232676
Delaware,201703,27.229761,31.493282
Delaware,201704,27.61488,32.075756
Delaware,201705,27.18125,31.709341
Delaware,201706,26.99881,31.404718
Delaware,201707,27.333036,31.728477
Delaware,201708,27.126488,31.46572
Delaware,201709,27.440475,31.835821
Delaware,201710,27.361012,31.628479
Delaware,201711,27.446428,31.596512
Delaware,201712,27.501787,32.123856
Delaware,201713,28.148214,33.028164
Delaware,201714,27.540773,32.505367
Delaware,201715,27.741964,31.994905
Delaware,201716,27.668451,32.501183
Delaware,201717,27.339287,32.033894
Delaware,201718,27.074701,31.573757
Delaware,201719,26.918453,31.339405
Delaware,201720,27.364285,31.282583
Delaware,201721,26.829762,31.029577
Delaware,201722,26.736311,30.916529
Delaware,201723,26.889584,30.168005
Delaware,201724,26.555655,28.32589
Delaware,201725,26.44107,28.464594
Delaware,201726,26.102085,28.64174
Delaware,201727,25.823809,27.296324
Delaware,201728,25.722023,26.88188
Delaware,201729,25.688692,27.127499
Delaware,201730,25.6625,27.196707
Delaware,201731,25.415178,26.680264
Delaware,201732,25.136606,27.037306
Delaware,201733,24.958632,25.869247
Delaware,201734,25.08988,26.363321
Delaware,201735,25.534523,27.222572
Delaware,201736,25.622917,27.74609
Delaware,201737,25.740477,28.317513
Delaware,201738,25.667261,27.510044
Delaware,201739,25.703274,28.998741
Delaware,201740,25.871727,28.926233
Delaware,201741,25.849108,28.742508
Delaware,201742,26.029463,29.694191
Delaware,201743,26.272322,30.211735
Delaware,201744,26.28006,30.200663
Delaware,201745,26.444643,30.666069
Delaware,201746,26.124405,29.735806
Delaware,201747,25.965775,29.824379
Delaware,201748,27.02619,31.270014
Delaware,201749,26.664585,30.864035
Delaware,201750,27.022915,31.27287
Delaware,201751,26.60119,30.123867
Delaware,201752,27.375595,31.898922
Delaware,201801,27.193155,31.122507
Delaware,201802,26.875,30.50767
Delaware,201803,27.116665,30.991903
Delaware,201804,27.015772,31.006577
Delaware,201805,27.40476,31.824753
Delaware,201806,27.393154,31.068012
Delaware,201807,27.239288,31.049719
Delaware,201808,27.10387,30.520397
Delaware,201809,26.802977,30.941353
Delaware,201810,27.100002,31.70249
Delaware,201811,27.107738,31.089916
Delaware,201812,27.179462,31.247915
Delaware,201813,27.327381,31.637781
Delaware,201814,26.89375,31.010225
Delaware,201815,27.209225,31.45877
Delaware,201816,27.226488,31.251354
Delaware,201817,27.528275,31.694693
Delaware,201818,27.201786,31.526773
Delaware,201819,27.00625,31.110521
Delaware,201820,26.551191,30.608034
Delaware,201821,26.752977,30.45577
Delaware,201822,26.979464,30.055271
Delaware,201823,26.53631,29.785364
Delaware,201824,26.511309,29.280642
Delaware,201825,26.49881,27.49408
Delaware,201826,26.35506,27.674932
Delaware,201827,25.856846,27.703203
Delaware,201828,25.654465,27.690855
Delaware,201829,25.952976,27.634958
Delaware,201830,25.888988,27.906097
Delaware,201831,25.578272,26.647532
Delaware,201832,25.351786,26.582397
Delaware,201833,25.666668,27.190456
Delaware,201834,25.64762,26.992981
Delaware,201835,25.786013,28.096376
Delaware,201836,25.692858,27.966831
Delaware,201837,25.32024,28.379278
Delaware,201838,25.792856,28.34481
Delaware,201839,25.80625,28.018034
Delaware,201840,25.8378,29.313118
Delaware,201841,25.59881,29.166721
Delaware,201842,26.13363,30.087236
Delaware,201843,26.377083,30.398054
Delaware,201844,26.342857,30.298904
Delaware,201845,26.611609,30.781675
Delaware,201846,26.79375,31.171486
Delaware,201847,26.955359,31.503561
Delaware,201848,27.23631,31.547773
Delaware,201849,27.253275,31.423346
Delaware,201850,26.805655,30.849016
Delaware,201851,27.125002,31.42747
Delaware,201852,27.52143,31.932697
Delaware,201853,27.812498,32.950336
Delaware,201900,27.813194,32.179897
Delaware,201901,27.568453,31.851183
Delaware,201902,27.43393,31.504793
Delaware,201903,27.723513,31.569414
Delaware,201904,27.297321,31.147459
Delaware,201905,27.537798,32.13346
Delaware,201906,28.289583,32.982597
Delaware,201907,27.787203,31.94296
Delaware,201908,27.758331,31.994225
Delaware,201909,27.836607,32.126514
Delaware,201910,28.138988,33.200325
Delaware,201911,28.115774,32.18724
Delaware,201912,28.296728,33.36383
Delaware,201913,28.059523,32.757736
Delaware,201914,27.822023,32.28797
Delaware,201915,28.147917,33.08545
Delaware,201916,27.641666,32.49667
Delaware,201917,27.8125,32.19831
Delaware,201918,27.926487,32.667847
Delaware,201919,26.980059,31.428932
Delaware,201920,26.576786,30.898481
Delaware,201921,26.539286,30.135042
Delaware,201922,27.373512,29.289185
Delaware,201923,26.90149,28.963213
Delaware,201924,26.368155,28.82202
Delaware,201925,26.194048,27.810747
Delaware,201926,25.804167,27.51197
Delaware,201927,25.48006,26.955082
Delaware,201928,25.682737,27.693857
Delaware,201929,25.541073,27.627106
Delaware,201930,25.46994,26.804125
Delaware,201931,25.21637,26.188951
Delaware,201932,25.2875,27.227083
Delaware,201933,25.35387,27.322863
Delaware,201934,25.205952,27.665392
Delaware,201935,25.58244,28.266468
Delaware,201936,25.55268,28.398884
Delaware,201937,25.744642,28.216303
Delaware,201938,25.681845,28.651003
Delaware,201939,25.731548,28.730352
Delaware,201940,25.85238,28.011885
Delaware,201941,25.979761,29.43759
Delaware,201942,26.00982,29.734592
Delaware,201943,25.852383,29.996565
Delaware,201944,26.945536,31.696602
Delaware,201945,26.527678,31.24884
Delaware,201946,27.165478,31.87665
Delaware,201947,27.566368,32.204628
Delaware,201948,27.297321,31.287642
Delaware,201949,27.029762,31.457136
Delaware,201950,27.686905,32.362385
Delaware,201951,28.186905,33.334995
Delaware,201952,27.923958,32.74505
Delaware,202000,27.901667,30.854546
Delaware,202001,27.888391,31.768194
Delaware,202002,27.981846,32.870777
Delaware,202003,28.074703,32.86793
Delaware,202004,28.347023,33.04273
Delaware,202005,28.518154,33.2007
Delaware,202006,28.355059,32.948635
Delaware,202007,27.832144,32.739223
Delaware,202008,28.367857,32.935345
Delaware,202009,27.918453,32.729916
Delaware,202010,27.921131,32.330227
Delaware,202011,27.87381,32.06824
Delaware,202012,27.581547,31.80491
Delaware,202013,28.378572,33.306187
Delaware,202014,28.10387,32.83082
Delaware,202015,27.804464,32.086548
Delaware,202016,27.728868,31.969553
Delaware,202017,27.827976,32.53887
Delaware,202018,27.6625,32.04863
Delaware,202019,27.50119,31.745264
Delaware,202020,27.684227,31.512337
Delaware,202021,27.038393,30.961851
Delaware,202022,26.60625,30.770042
Delaware,202023,26.592262,29.481733
Delaware,202024,26.619345,29.307253
Delaware,202025,26.236605,27.678606
Delaware,202026,25.877382,27.494505
Delaware,202027,25.689287,27.16915
Delaware,202028,25.575,27.370277
Delaware,202029,25.480953,27.579386
Delaware,202030,25.43988,26.7845
Delaware,202031,25.019941,26.091791
Delaware,202032,25.108334,26.692268
Delaware,202033,25.06518,26.820505
Delaware,202034,25.25,27.218763
Delaware,202035,25.138393,27.169107
Delaware,202036,25.218153,27.593832
Delaware,202037,25.29613,27.339415
Delaware,202038,25.323513,28.23966
Delaware,202039,25.760714,28.460144
Delaware,202040,25.803572,28.762867
Delaware,202041,25.761906,29.373442
Delaware,202042,26.242857,30.052046
Delaware,202043,26.344345,30.472744
Delaware,202044,26.69375,30.667387
Delaware,202045,26.548216,30.487597
Delaware,202046,26.551785,30.189959
Delaware,202047,26.391666,30.01641
Delaware,202048,26.575296,30.617416
Delaware,202049,26.478868,30.452122
Delaware,202050,26.188986,30.251287
Delaware,202051,26.554167,30.903913
Delaware,202052,26.942709,31.188438
Delaware,202100,26.804863,30.694048
Delaware,202101,26.798512,30.677794
Delaware,202102,26.698215,30.413948
Delaware,202103,27.13244,31.140804
Delaware,202104,27.279167,31.318111
Delaware,202105,27.394344,31.521223
Delaware,202106,27.63631,31.723606
Delaware,202107,27.089287,31.466734
Delaware,202108,27.168158,31.155565
Delaware,202109,27.56369,31.754997
Delaware,202110,26.963987,30.8367
Delaware,202111,26.832737,30.411936
Delaware,202112,26.939882,31.352278
Delaware,202113,27.668451,32.566345
Delaware,202114,27.757736,32.51728
