Estado,year_week,temperature_2m_mean,apparent_temperature_mean
Alabama,201000,26.102776,30.371778
Alabama,201001,26.309822,30.365425
Alabama,201002,26.76994,30.906471
Alabama,201003,27.129763,31.761911
Alabama,201004,27.206549,31.887081
Alabama,201005,27.830952,32.437126
Alabama,201006,27.183332,31.555017
Alabama,201007,27.71369,32.52087
Alabama,201008,27.867857,32.36075
Alabama,201009,27.469942,32.07885
Alabama,201010,27.621725,32.273705
Alabama,201011,27.634226,32.339256
Alabama,201012,28.177082,33.309982
Alabama,201013,27.863094,33.108826
Alabama,201014,27.822023,32.83946
Alabama,201015,27.782438,32.996193
Alabama,201016,27.84375,32.551132
Alabama,201017,27.251488,31.740097
Alabama,201018,27.456251,32.015255
Alabama,201019,27.233334,31.633486
Alabama,201020,27.912798,30.7924
Alabama,201021,27.456547,30.15417
Alabama,201022,27.3375,29.934542
Alabama,201023,26.627085,29.642445
Alabama,201024,26.509226,28.536499
Alabama,201025,25.900297,27.18659
Alabama,201026,25.813988,27.314589
Alabama,201027,25.261013,26.048744
Alabama,201028,24.697023,25.489119
Alabama,201029,24.693155,25.954718
Alabama,201030,24.760416,25.564728
Alabama,201031,24.88482,26.099815
Alabama,201032,25.068455,26.631073
Alabama,201033,25.233929,26.842846
Alabama,201034,25.205357,26.836714
Alabama,201035,24.963095,26.224598
Alabama,201036,25.36875,27.119112
Alabama,201037,25.49494,27.714771
Alabama,201038,25.453869,27.65894
Alabama,201039,25.886011,28.738213
Alabama,201040,26.110119,29.083555
Alabama,201041,25.875298,29.188385
Alabama,201042,25.700893,28.71305
Alabama,201043,26.111013,29.030321
Alabama,201044,25.891668,29.897348
Alabama,201045,26.109226,29.73047
Alabama,201046,26.133629,29.789526
Alabama,201047,26.087797,29.59761
Alabama,201048,26.460714,30.343513
Alabama,201049,26.011606,29.619722
Alabama,201050,26.636011,30.414053
Alabama,201051,26.46994,30.323727
Alabama,201052,25.910833,29.953531
Alabama,201100,26.491667,30.760227
Alabama,201101,26.597023,30.923615
Alabama,201102,27.136606,31.449184
Alabama,201103,26.751488,31.158531
Alabama,201104,26.140774,29.946857
Alabama,201105,26.491667,30.626438
Alabama,201106,27.520536,31.558624
Alabama,201107,27.360416,31.70909
Alabama,201108,26.836607,30.858353
Alabama,201109,27.145834,31.587208
Alabama,201110,27.136904,31.781418
Alabama,201111,27.229761,31.420015
Alabama,201112,27.319643,31.921625
Alabama,201113,27.696726,32.226143
Alabama,201114,27.497324,32.089935
Alabama,201115,27.38363,32.151985
Alabama,201116,26.958332,30.978012
Alabama,201117,27.138393,31.448648
Alabama,201118,27.281847,31.29913
Alabama,201119,27.01964,31.247484
Alabama,201120,26.509523,30.345778
Alabama,201121,26.93988,29.503136
Alabama,201122,27.038988,28.941061
Alabama,201123,26.354763,28.14777
Alabama,201124,26.01875,27.67304
Alabama,201125,25.312498,26.707668
Alabama,201126,24.684523,25.934437
Alabama,201127,24.088095,24.94603
Alabama,201128,24.458035,26.08673
Alabama,201129,24.642857,26.35307
Alabama,201130,24.507738,25.478128
Alabama,201131,24.491964,25.988882
Alabama,201132,24.780954,25.981592
Alabama,201133,24.471428,25.45875
Alabama,201134,24.900595,26.143997
Alabama,201135,24.908333,26.672897
Alabama,201136,25.227678,27.24744
Alabama,201137,25.057737,26.834023
Alabama,201138,25.375595,27.531113
Alabama,201139,25.357141,28.245003
Alabama,201140,25.805061,28.648756
Alabama,201141,25.961607,28.250175
Alabama,201142,25.859821,28.717127
Alabama,201143,25.288094,28.269896
Alabama,201144,25.656548,28.963152
Alabama,201145,25.855654,29.402191
Alabama,201146,26.171726,29.743153
Alabama,201147,25.74494,28.881622
Alabama,201148,26.2503,29.533295
Alabama,201149,25.822918,28.941149
Alabama,201150,26.115477,29.77813
Alabama,201151,26.025595,29.963795
Alabama,201152,25.864235,29.53508
Alabama,201200,26.506248,30.602926
Alabama,201201,26.32381,30.439915
Alabama,201202,26.248215,30.454609
Alabama,201203,26.324703,29.76046
Alabama,201204,26.442263,30.00116
Alabama,201205,25.872025,29.55612
Alabama,201206,26.378572,29.618376
Alabama,201207,26.465775,30.035318
Alabama,201208,26.376787,30.385849
Alabama,201209,26.659822,30.794775
Alabama,201210,26.996132,31.334827
Alabama,201211,27.34256,31.83943
Alabama,201212,27.08869,31.59095
Alabama,201213,26.965477,30.958645
Alabama,201214,26.731844,31.118921
Alabama,201215,26.619045,30.532452
Alabama,201216,26.611607,31.138071
Alabama,201217,26.56607,30.770456
Alabama,201218,26.53601,30.62997
Alabama,201219,26.644346,30.023039
Alabama,201220,26.313393,29.451107
Alabama,201221,26.108334,29.583725
Alabama,201222,26.36637,29.06465
Alabama,201223,25.899704,28.381235
Alabama,201224,26.043451,27.550335
Alabama,201225,25.881548,27.823513
Alabama,201226,25.51875,27.051409
Alabama,201227,25.29256,25.936346
Alabama,201228,24.214584,25.09999
Alabama,201229,25.025297,25.946342
Alabama,201230,24.580954,25.259523
Alabama,201231,25.06756,25.716654
Alabama,201232,24.945238,25.858126
Alabama,201233,24.308928,24.981577
Alabama,201234,24.522024,25.377062
Alabama,201235,24.683332,26.132206
Alabama,201236,24.862501,26.301687
Alabama,201237,25.211012,27.204468
Alabama,201238,25.485712,27.385311
Alabama,201239,25.427975,27.99216
Alabama,201240,25.420534,28.20627
Alabama,201241,25.74881,28.071959
Alabama,201242,25.679764,28.82712
Alabama,201243,25.695238,28.650923
Alabama,201244,25.947023,29.424002
Alabama,201245,25.750597,29.080585
Alabama,201246,26.10119,30.036896
Alabama,201247,26.197323,30.281628
Alabama,201248,26.025597,29.599161
Alabama,201249,26.25863,30.038658
Alabama,201250,26.315475,30.272179
Alabama,201251,26.470833,30.754978
Alabama,201252,26.300297,30.404043
Alabama,201253,26.88125,31.302526
Alabama,201300,27.138195,31.1371
Alabama,201301,27.180655,31.704502
Alabama,201302,27.444643,32.34394
Alabama,201303,26.808035,31.12087
Alabama,201304,27.686607,32.246063
Alabama,201305,27.221428,31.387352
Alabama,201306,26.912502,31.00836
Alabama,201307,27.004763,31.188097
Alabama,201308,27.346725,31.953741
Alabama,201309,27.695238,32.37588
Alabama,201310,27.427382,32.16698
Alabama,201311,27.394642,31.71907
Alabama,201312,27.669643,32.114727
Alabama,201313,27.000595,31.71484
Alabama,201314,27.450296,31.91673
Alabama,201315,27.112202,31.135704
Alabama,201316,27.016966,31.31529
Alabama,201317,27.008036,31.299986
Alabama,201318,26.638987,30.33048
Alabama,201319,26.550596,29.946295
Alabama,201320,26.75863,29.81716
Alabama,201321,26.53274,28.33546
Alabama,201322,26.045534,28.414003
Alabama,201323,25.986607,27.749979
Alabama,201324,25.634823,26.828592
Alabama,201325,25.230358,26.321388
Alabama,201326,25.434523,26.597464
Alabama,201327,25.053572,26.447535
Alabama,201328,24.206844,24.947838
Alabama,201329,23.197916,23.652597
Alabama,201330,23.225595,24.412653
Alabama,201331,23.520834,23.922846
Alabama,201332,23.714285,24.498348
Alabama,201333,24.419641,25.631874
Alabama,201334,24.836607,26.437397
Alabama,201335,24.838987,26.148422
Alabama,201336,24.827381,26.220516
Alabama,201337,24.870537,26.273201
Alabama,201338,24.819939,26.085821
Alabama,201339,25.115475,26.73404
Alabama,201340,25.386013,27.962242
Alabama,201341,25.434525,28.051899
Alabama,201342,25.441368,28.359676
Alabama,201343,25.326488,28.134615
Alabama,201344,25.765774,28.85919
Alabama,201345,25.654762,28.61503
Alabama,201346,25.659225,29.001276
Alabama,201347,25.988096,29.257513
Alabama,201348,26.06875,29.86972
Alabama,201349,25.900002,29.327612
Alabama,201350,26.56012,29.940422
Alabama,201351,26.680655,30.800138
Alabama,201352,25.66771,29.371408
Alabama,201400,26.084167,30.01267
Alabama,201401,25.88125,29.54183
Alabama,201402,26.007143,30.00086
Alabama,201403,26.117558,30.123398
Alabama,201404,26.586012,30.58515
Alabama,201405,27.075893,31.303751
Alabama,201406,26.341368,30.489195
Alabama,201407,26.620537,30.991571
Alabama,201408,26.643454,30.68012
Alabama,201409,26.668453,30.751839
Alabama,201410,27.20506,31.403856
Alabama,201411,27.242262,31.731905
Alabama,201412,27.120237,31.252127
Alabama,201413,27.504465,32.07174
Alabama,201414,26.754465,31.21622
Alabama,201415,27.497023,32.159447
Alabama,201416,27.177382,31.425634
Alabama,201417,27.221725,31.586954
Alabama,201418,26.805655,30.235937
Alabama,201419,27.013393,31.239151
Alabama,201420,26.599403,30.501991
Alabama,201421,26.548512,29.301811
Alabama,201422,26.518751,28.678724
Alabama,201423,26.275595,27.729673
Alabama,201424,25.9,27.339626
Alabama,201425,25.530355,26.769327
Alabama,201426,25.163095,26.298557
Alabama,201427,24.703276,25.834621
Alabama,201428,24.654762,25.518652
Alabama,201429,24.961609,25.83467
Alabama,201430,24.395237,25.365273
Alabama,201431,24.074703,24.692404
Alabama,201432,23.944344,24.537798
Alabama,201433,24.567858,25.970377
Alabama,201434,24.96994,26.430908
Alabama,201435,24.835417,26.399712
Alabama,201436,24.876787,26.63147
Alabama,201437,25.045237,27.183788
Alabama,201438,25.178572,27.752941
Alabama,201439,25.329166,27.66608
Alabama,201440,25.672024,28.386312
Alabama,201441,25.747025,28.067705
Alabama,201442,25.738394,28.065145
Alabama,201443,25.752085,28.480747
Alabama,201444,25.627083,28.839664
Alabama,201445,25.638391,28.826797
Alabama,201446,25.754763,29.067644
Alabama,201447,25.704464,28.934452
Alabama,201448,25.714582,29.013226
Alabama,201449,25.803272,29.430965
Alabama,201450,26.190475,29.989788
Alabama,201451,26.0628,29.819544
Alabama,201452,26.565973,30.203878
Alabama,201500,26.576563,30.23625
Alabama,201501,26.338097,30.225304
Alabama,201502,26.359524,30.866266
Alabama,201503,26.1,30.289434
Alabama,201504,26.390179,30.428246
Alabama,201505,26.542856,30.967503
Alabama,201506,26.939583,31.093914
Alabama,201507,26.305655,29.965431
Alabama,201508,26.766071,30.871553
Alabama,201509,27.06756,31.60133
Alabama,201510,27.10744,31.80962
Alabama,201511,27.137796,31.527555
Alabama,201512,27.26994,31.194454
Alabama,201513,26.988987,31.525953
Alabama,201514,27.003273,31.675705
Alabama,201515,27.184525,31.751614
Alabama,201516,27.235716,31.763643
Alabama,201517,27.346132,31.877245
Alabama,201518,26.749405,30.896156
Alabama,201519,26.639881,31.089735
Alabama,201520,26.632143,30.133116
Alabama,201521,26.410118,29.400307
Alabama,201522,26.204763,27.706999
Alabama,201523,25.844345,27.007761
Alabama,201524,25.328571,26.52368
Alabama,201525,25.141071,26.154654
Alabama,201526,24.695538,26.22106
Alabama,201527,25.155357,27.35397
Alabama,201528,24.919048,26.113228
Alabama,201529,24.22857,24.923153
Alabama,201530,24.15357,25.202444
Alabama,201531,24.660416,26.021107
Alabama,201532,25.11875,26.77368
Alabama,201533,24.604761,25.845325
Alabama,201534,24.413393,25.905045
Alabama,201535,24.50357,25.767242
Alabama,201536,25.243452,27.043583
Alabama,201537,25.214882,26.97939
Alabama,201538,25.486609,28.1714
Alabama,201539,25.557144,28.16975
Alabama,201540,25.799107,28.400541
Alabama,201541,25.87619,28.81177
Alabama,201542,25.986013,29.493711
Alabama,201543,26.047617,29.304193
Alabama,201544,25.842262,29.508738
Alabama,201545,25.644346,29.38286
Alabama,201546,26.008633,29.594488
Alabama,201547,26.231846,30.021479
Alabama,201548,26.409822,30.512674
Alabama,201549,26.386309,30.6569
Alabama,201550,26.554762,30.594238
Alabama,201551,27.197916,31.546364
Alabama,201552,27.23229,31.330854
Alabama,201600,27.129166,31.764013
Alabama,201601,26.965775,30.267118
Alabama,201602,27.018154,31.359896
Alabama,201603,26.656847,30.735813
Alabama,201604,26.923214,31.26389
Alabama,201605,27.19137,31.364914
Alabama,201606,27.406248,31.383545
Alabama,201607,27.198214,31.668177
Alabama,201608,27.510118,32.116325
Alabama,201609,28.089582,32.873653
Alabama,201610,27.436607,31.934221
Alabama,201611,27.70387,32.649582
Alabama,201612,27.798811,32.40756
Alabama,201613,27.563393,32.164143
Alabama,201614,27.243452,32.051136
Alabama,201615,27.885416,32.786175
Alabama,201616,27.70506,32.314426
Alabama,201617,27.105953,31.867302
Alabama,201618,26.994345,31.240786
Alabama,201619,27.330355,30.79002
Alabama,201620,27.045834,29.8471
Alabama,201621,26.925594,29.457615
Alabama,201622,26.889286,29.853476
Alabama,201623,26.257738,28.715168
Alabama,201624,26.304464,28.059673
Alabama,201625,25.94762,27.266457
Alabama,201626,25.732738,27.161283
Alabama,201627,25.416965,26.961197
Alabama,201628,25.012203,26.032204
Alabama,201629,24.938692,26.248102
Alabama,201630,25.155655,26.356255
Alabama,201631,24.926786,26.095377
Alabama,201632,24.754763,26.051022
Alabama,201633,24.785713,26.175827
Alabama,201634,24.799107,26.367031
Alabama,201635,25.285118,27.41107
Alabama,201636,25.088688,26.554222
Alabama,201637,25.36607,27.228312
Alabama,201638,25.63363,28.174072
Alabama,201639,25.839285,28.452793
Alabama,201640,25.84464,28.70344
Alabama,201641,26.016071,28.950409
Alabama,201642,25.701786,29.505472
Alabama,201643,25.900595,30.119507
Alabama,201644,26.00268,29.965847
Alabama,201645,26.186605,29.734169
Alabama,201646,26.417559,30.492495
Alabama,201647,26.34226,30.47576
Alabama,201648,26.569641,30.83573
Alabama,201649,26.920238,31.153498
Alabama,201650,26.590775,30.773094
Alabama,201651,26.814583,31.198412
Alabama,201652,26.890278,31.624119
Alabama,201700,27.1,31.962877
Alabama,201701,26.834229,31.227385
Alabama,201702,26.948513,30.981506
Alabama,201703,27.035416,31.31234
Alabama,201704,27.387796,31.97219
Alabama,201705,27.115477,31.547422
Alabama,201706,27.031248,31.277088
Alabama,201707,27.18244,31.548298
Alabama,201708,27.023514,31.503351
Alabama,201709,27.341072,31.760525
Alabama,201710,27.194048,31.608662
Alabama,201711,27.09881,31.403961
Alabama,201712,27.637796,32.21874
Alabama,201713,28.155952,33.097313
Alabama,201714,27.606846,32.560555
Alabama,201715,27.586014,32.303493
Alabama,201716,27.601488,32.47643
Alabama,201717,27.22857,31.898228
Alabama,201718,27.099106,31.403797
Alabama,201719,26.900297,31.084179
Alabama,201720,27.474403,30.968899
Alabama,201721,27.191668,30.949091
Alabama,201722,26.869942,30.47978
Alabama,201723,27.228275,29.426495
Alabama,201724,26.28006,27.731472
Alabama,201725,26.205656,27.759611
Alabama,201726,25.959227,27.718666
Alabama,201727,25.398512,26.732553
Alabama,201728,25.25357,26.061785
Alabama,201729,25.139584,26.286026
Alabama,201730,25.405655,26.672035
Alabama,201731,25.27976,26.345974
Alabama,201732,24.83631,26.591421
Alabama,201733,24.647917,25.42593
Alabama,201734,24.984526,26.196892
Alabama,201735,25.492857,27.077847
Alabama,201736,25.570238,27.418207
Alabama,201737,25.751488,27.645609
Alabama,201738,25.535418,26.983347
Alabama,201739,25.86756,28.643314
Alabama,201740,26.091667,28.642345
Alabama,201741,25.974405,28.28974
Alabama,201742,25.969347,29.503313
Alabama,201743,26.2875,29.690855
Alabama,201744,26.07381,29.51801
Alabama,201745,26.31994,30.058228
Alabama,201746,26.034822,29.434679
Alabama,201747,25.895239,29.367434
Alabama,201748,26.811012,30.704163
Alabama,201749,26.414581,30.485235
Alabama,201750,26.715178,30.799524
Alabama,201751,26.289286,29.955008
Alabama,201752,27.202381,31.728403
Alabama,201801,26.887796,30.726276
Alabama,201802,26.625893,30.340036
Alabama,201803,26.90863,30.869368
Alabama,201804,26.812798,30.66048
Alabama,201805,27.206547,31.627108
Alabama,201806,27.25744,31.075733
Alabama,201807,27.11756,30.935629
Alabama,201808,26.814585,30.416697
Alabama,201809,27.238392,31.239576
Alabama,201810,27.402977,31.538057
Alabama,201811,27.07143,31.158651
Alabama,201812,27.305656,31.288542
Alabama,201813,27.262499,31.525293
Alabama,201814,26.77381,30.988379
Alabama,201815,27.111012,31.451221
Alabama,201816,27.094643,31.202135
Alabama,201817,27.456251,31.704826
Alabama,201818,26.998512,31.417349
Alabama,201819,26.975298,30.941668
Alabama,201820,26.688988,30.5455
Alabama,201821,26.919939,30.130873
Alabama,201822,27.22738,29.569195
Alabama,201823,26.769642,29.440565
Alabama,201824,26.66637,28.764194
Alabama,201825,26.34256,27.289337
Alabama,201826,26.201487,27.224257
Alabama,201827,25.67887,27.000221
Alabama,201828,25.62857,27.00539
Alabama,201829,25.783632,27.080347
Alabama,201830,25.667261,27.666592
Alabama,201831,25.210117,25.975391
Alabama,201832,24.70119,25.795063
Alabama,201833,25.267561,26.778963
Alabama,201834,25.625893,26.856064
Alabama,201835,25.671131,27.709097
Alabama,201836,25.65506,27.715511
Alabama,201837,25.474106,28.11405
Alabama,201838,25.760715,27.823755
Alabama,201839,25.822622,27.658266
Alabama,201840,26.02738,29.145842
Alabama,201841,25.855059,29.084038
Alabama,201842,26.113987,29.679916
Alabama,201843,26.270239,30.15414
Alabama,201844,26.274702,30.195738
Alabama,201845,26.4122,30.26943
Alabama,201846,26.561012,30.795778
Alabama,201847,26.74375,31.155539
Alabama,201848,26.996727,31.096678
Alabama,201849,26.768154,30.86695
Alabama,201850,26.648512,30.671074
Alabama,201851,26.746727,31.098677
Alabama,201852,27.165476,31.528717
Alabama,201853,26.897913,31.742949
Alabama,201900,27.48021,31.831303
Alabama,201901,27.205357,31.623411
Alabama,201902,27.1875,31.470036
Alabama,201903,27.458035,31.451515
Alabama,201904,26.958036,30.907295
Alabama,201905,27.445835,32.120926
Alabama,201906,28.069643,32.83219
Alabama,201907,27.71339,32.12362
Alabama,201908,27.720535,32.056187
Alabama,201909,27.810118,32.237823
Alabama,201910,28.140476,33.23236
Alabama,201911,28.002083,32.23488
Alabama,201912,28.277678,33.521885
Alabama,201913,27.858334,32.74444
Alabama,201914,27.747023,32.322823
Alabama,201915,27.845238,32.910465
Alabama,201916,27.557442,32.398403
Alabama,201917,27.82619,32.06201
Alabama,201918,27.843153,32.405563
Alabama,201919,26.8128,31.270327
Alabama,201920,26.84375,30.69868
Alabama,201921,26.573513,29.976933
Alabama,201922,27.301489,29.048204
Alabama,201923,26.655355,28.409039
Alabama,201924,26.351488,27.96292
Alabama,201925,26.137203,27.2938
Alabama,201926,25.383928,26.667753
Alabama,201927,25.054167,26.454134
Alabama,201928,25.385118,27.106438
Alabama,201929,25.376192,27.062946
Alabama,201930,25.239286,26.332947
Alabama,201931,24.895834,25.60799
Alabama,201932,25.158035,26.91207
Alabama,201933,25.286608,27.080816
Alabama,201934,25.225298,27.045248
Alabama,201935,25.574108,27.751787
Alabama,201936,25.72619,27.96971
Alabama,201937,25.568453,27.495628
Alabama,201938,25.619345,28.20552
Alabama,201939,25.764585,28.316935
Alabama,201940,25.894047,27.938595
Alabama,201941,25.979761,29.472158
Alabama,201942,26.22857,29.777285
Alabama,201943,25.736904,29.859043
Alabama,201944,26.676191,31.20317
Alabama,201945,26.45506,30.88339
Alabama,201946,27.048513,31.548489
Alabama,201947,27.492857,32.02373
Alabama,201948,27.140179,31.210443
Alabama,201949,26.87113,31.061712
Alabama,201950,27.363987,31.997108
Alabama,201951,27.80982,32.965744
Alabama,201952,27.570837,32.41788
Alabama,202000,27.620417,31.149876
Alabama,202001,27.88244,31.974632
Alabama,202002,27.849703,32.856773
Alabama,202003,27.94256,32.704384
Alabama,202004,28.206844,32.91707
Alabama,202005,28.282442,33.173664
Alabama,202006,28.22024,32.9665
Alabama,202007,27.739878,32.804462
Alabama,202008,28.190775,32.964733
Alabama,202009,27.899406,32.64643
Alabama,202010,27.99375,32.451508
Alabama,202011,27.67768,32.1017
Alabama,202012,27.473808,31.812508
Alabama,202013,28.415478,33.322342
Alabama,202014,28.03512,32.652824
Alabama,202015,27.621428,31.93721
Alabama,202016,27.67619,32.0745
Alabama,202017,27.661013,32.255005
Alabama,202018,27.556547,31.856997
Alabama,202019,27.451786,31.40815
Alabama,202020,27.729465,31.383307
Alabama,202021,27.37232,30.788067
Alabama,202022,26.900297,30.70112
Alabama,202023,26.874403,29.064837
Alabama,202024,26.35,28.286036
Alabama,202025,25.927977,26.905527
Alabama,202026,25.36905,26.782364
Alabama,202027,25.150002,26.389164
Alabama,202028,25.230654,27.04242
Alabama,202029,25.278273,26.986698
Alabama,202030,25.137798,26.153257
Alabama,202031,24.735714,25.76344
Alabama,202032,24.79375,26.208914
Alabama,202033,24.855953,26.288862
Alabama,202034,25.116072,26.891047
Alabama,202035,25.038095,26.991207
Alabama,202036,25.15,27.27255
Alabama,202037,25.158333,26.690458
Alabama,202038,25.404465,27.667797
Alabama,202039,25.65744,28.25286
Alabama,202040,25.852083,28.665648
Alabama,202041,25.77738,29.004202
Alabama,202042,26.09137,29.518642
Alabama,202043,26.253868,29.849394
Alabama,202044,26.611906,30.280487
Alabama,202045,26.498215,30.092142
Alabama,202046,26.363392,29.70788
Alabama,202047,26.14613,29.387295
Alabama,202048,26.358631,30.242064
Alabama,202049,26.269941,29.942911
Alabama,202050,25.984526,29.800173
Alabama,202051,26.327383,30.36218
Alabama,202052,26.641146,30.841194
Alabama,202100,26.536804,30.422878
Alabama,202101,26.544048,30.29182
Alabama,202102,26.558928,30.280762
Alabama,202103,26.892857,30.750587
Alabama,202104,27.029762,31.055288
Alabama,202105,27.09881,31.337854
Alabama,202106,27.455654,31.776041
Alabama,202107,27.159523,31.541332
Alabama,202108,27.086308,31.039938
Alabama,202109,27.338987,31.691042
Alabama,202110,26.940178,30.76165
Alabama,202111,26.915775,30.552235
Alabama,202112,27.26012,31.63609
Alabama,202113,27.62887,32.337917
Alabama,202114,27.655952,32.325493
Alabama,202115,27.47351,32.154243
Alabama,202116,27.388987,32.007843
Alabama,202117,27.15893,31.694084
Alabama,202118,26.999405,30.796343
Alabama,202119,27.47113,31.734022
Alabama,202120,27.382143,31.051973
Alabama,202121,26.904465,31.04823
Alabama,202122,26.555952,30.343637
Alabama,202123,26.77768,30.187
Alabama,202124,26.723808,29.458214
Alabama,202125,26.595238,29.444147
Alabama,202126,26.649107,28.87682
Alabama,202127,26.358631,28.246117
Alabama,202128,26.037203,27.144953
Alabama,202129,25.61994,26.837252
Alabama,202130,25.710117,27.190943
Alabama,202131,25.64256,27.674665
Alabama,202132,25.795536,27.41651
Alabama,202133,25.818453,27.883219
Alabama,202134,25.897022,27.782269
Alabama,202135,25.565475,27.403168
Alabama,202136,25.977678,29.032932
Alabama,202137,25.935715,28.620584
Alabama,202138,26.06607,29.45469
Alabama,202139,25.889286,29.363165
Alabama,202140,26.258038,29.55529
Alabama,202141,26.306845,30.002516
Alabama,202142,26.506845,29.479767
Alabama,202143,25.97619,29.165533
Alabama,202144,26.502678,30.09689
Alabama,202145,26.2875,30.147278
Alabama,202146,26.827976,30.70073
Alabama,202147,26.764288,30.642666
Alabama,202148,26.949999,30.517212
Alabama,202149,27.077677,30.63049
Alabama,202150,26.867857,31.038895
Alabama,202151,27.050299,31.102137
Alabama,202152,27.033752,31.04831
Alabama,202200,26.802082,30.338863
Alabama,202201,26.865772,30.742056
Alabama,202202,26.888391,30.850382
Alabama,202203,27.197023,31.445093
Alabama,202204,27.615774,31.765629
Alabama,202205,26.908928,30.975895
Alabama,202206,26.877382,30.754662
Alabama,202207,26.776188,30.472046
Alabama,202208,27.019642,30.920778
Alabama,202209,27.417261,31.280445
Alabama,202210,27.512201,32.04837
Alabama,202211,27.058334,31.283201
Alabama,202212,27.74613,32.3203
Alabama,202213,27.501488,31.749506
Alabama,202214,27.728273,32.128445
Alabama,202215,26.898214,30.521246
Alabama,202216,27.775894,31.830795
Alabama,202217,27.177382,31.510107
Alabama,202218,27.720537,31.811914
Alabama,202219,27.502678,31.163435
Alabama,202220,27.654762,29.999718
Alabama,202221,26.825594,29.40288
Alabama,202222,26.26637,29.343115
Alabama,202223,26.31369,29.247477
Alabama,202224,26.825594,28.30003
Alabama,202225,26.1625,28.494791
Alabama,202226,26.15,27.895683
Alabama,202227,25.749105,26.883133
Alabama,202228,25.252083,25.972425
Alabama,202229,24.76369,25.40239
Alabama,202230,25.06756,26.364744
Alabama,202231,24.961311,25.522015
Alabama,202232,24.653572,25.764072
Alabama,202233,24.895535,26.482983
Alabama,202234,25.263096,26.758408
Alabama,202235,25.019344,27.261269
Alabama,202236,24.675299,26.273201
Alabama,202237,25.05863,26.827284
Alabama,202238,25.261904,27.532784
Alabama,202239,25.555952,27.833246
Alabama,202240,25.682737,28.894709
Alabama,202241,25.952381,28.813843
Alabama,202242,25.752678,29.020523
Alabama,202243,26.230059,29.992023
Alabama,202244,26.518452,30.118082
Alabama,202245,26.107143,29.590971
Alabama,202246,25.836012,29.164179
Alabama,202247,26.216665,29.786688
Alabama,202248,25.761011,29.304276
Alabama,202249,26.46756,30.399471
Alabama,202250,25.907143,29.784824
Alabama,202251,26.550299,30.448786
Alabama,202252,27.436111,31.74529
Alabama,202300,27.40625,32.220623
Alabama,202301,27.584227,31.622591
Alabama,202302,27.08006,31.029842
Alabama,202303,26.705654,30.543127
Alabama,202304,26.69494,30.506237
Alabama,202305,27.349106,31.513891
Alabama,202306,27.716667,32.285583
Alabama,202307,27.716963,32.35176
Alabama,202308,27.699406,31.898882
Alabama,202309,27.549406,31.859898
Alabama,202310,27.272322,31.681372
Alabama,202311,27.852978,31.644905
Alabama,202312,27.57024,30.817816
Alabama,202313,28.130953,32.48447
Alabama,202314,27.900297,32.32063
Alabama,202315,27.90476,32.46601
Alabama,202316,27.86012,31.927456
Alabama,202317,27.439882,31.352898
Alabama,202318,27.850893,31.901442
Alabama,202319,28.038094,32.654816
Alabama,202320,27.323214,31.173292
Alabama,202321,27.221725,31.32374
Alabama,202322,27.054464,30.26726
Alabama,202323,26.87024,29.528202
Alabama,202324,26.964285,28.860498
Alabama,202325,26.637201,27.812616
Alabama,202326,25.777082,27.092033
Alabama,202327,25.83244,27.803453
Alabama,202328,25.835417,27.668497
Alabama,202329,25.883036,27.319735
Alabama,202330,25.824406,27.609705
Alabama,202331,25.507141,27.258743
Alabama,202332,25.515179,26.981384
Alabama,202333,25.47857,27.29889
Alabama,202334,25.628868,27.660666
Alabama,202335,25.427677,27.465946
Alabama,202336,25.451488,27.718237
Alabama,202337,25.589584,27.568085
Alabama,202338,25.952976,28.802546
Alabama,202339,26.142857,29.301449
Alabama,202340,26.137201,28.325083
Alabama,202341,26.265772,29.59182
Alabama,202342,26.366072,29.447004
Alabama,202343,26.413095,29.95247
Alabama,202344,26.782738,30.900372
Alabama,202345,26.510416,30.223145
Alabama,202346,26.772917,30.900202
Alabama,202347,26.783632,30.790543
Alabama,202348,26.933035,31.242928
Alabama,202349,27.219643,31.538578
Alabama,202350,27.552677,32.028996
Alabama,202351,28.074106,32.652397
Alabama,202352,27.40863,32.222736
Alabama,202401,27.40595,31.478289
Alabama,202402,27.134521,30.92087
Alabama,202403,27.183332,31.474932
Alabama,202404,27.609226,31.76406
Alabama,202405,28.088394,32.71885
Alabama,202406,28.67976,33.742996
Alabama,202407,27.755953,32.085175
Alabama,202408,28.417559,32.61007
Alabama,202409,28.2,32.49654
Alabama,202410,28.700596,33.3825
Alabama,202411,28.616072,33.722553
Alabama,202412,28.223213,32.831715
Alabama,202413,29.168154,34.027912
Alabama,202414,28.573511,33.496006
Alabama,202415,28.72232,33.741642
Alabama,202416,28.924702,33.766293
Alabama,202417,28.243452,33.044445
Alabama,202418,28.65744,33.175552
Alabama,202419,27.863096,32.0831
Alabama,202420,27.34881,31.717709
Alabama,202421,27.475298,31.398481
Alabama,202422,27.669645,31.00131
Alabama,202423,27.283333,29.864614
Alabama,202424,27.056845,28.842484
Alabama,202425,26.737501,28.420841
Alabama,202426,26.315475,28.179632
Alabama,202427,25.672026,27.413708
Alabama,202428,25.332144,26.346222
Alabama,202429,24.978275,26.04139
Alabama,202430,25.016071,26.529785
Alabama,202431,24.957737,25.782118
Alabama,202432,24.97143,26.515347
Alabama,202433,24.975298,26.236597
